pair,r pearsonr,p pearsonr,r partial_pearsonr,p partial_pearsonr,N,age statistic,% female
"('slowdelta_bandpower_total', 'vol-ctx--anterior')",0.08628479132952438,0.6014667166768778,0.0018164055916466174,0.9914871035397116,39,76.5 (4.1),0.26
"('slowdelta_bandpower_total', 'vol-thalamus')",0.11896741179744895,0.47069612741826444,-0.17199956487081625,0.3087090148058358,39,76.5 (4.1),0.26
"('so_rate_f', 'vol-ctx--anterior')",-0.026909408053752082,0.8708247716041373,-0.09383619849603266,0.5806648023520364,39,76.5 (4.1),0.26
"('so_rate_f', 'vol-thalamus')",-0.023478799127539023,0.887179566216517,-0.28688126501449057,0.0851542453778433,39,76.5 (4.1),0.26
"('ss_dens_f', 'vol-thalamus')",-0.015810231900135134,0.9238951793697603,-0.022398417311712084,0.8953130537753093,39,76.5 (4.1),0.26
"('ss_dens_f', 'vol-hippocampus')",-0.18330195736133886,0.26400603585213994,-0.22644563655423677,0.17774789314242095,39,76.5 (4.1),0.26
"('fs_dens_c', 'vol-thalamus')",0.17339035700896227,0.2911446209493587,0.17040169105999464,0.3132930346995413,39,76.5 (4.1),0.26
"('fs_dens_c', 'vol-hippocampus')",-0.14650798583683974,0.3734713134288359,-0.21359683506120028,0.20430755593544472,39,76.5 (4.1),0.26
"('perc_r', 'vol-ctx--isthmuscingulate')",0.262549845226896,0.10636524012855644,0.32331262922934556,0.0509482293996463,39,76.5 (4.1),0.26
"('perc_r', 'vol-amygdala')",-0.3207842531229479,0.0464713682731934,-0.1874074773951145,0.2666951471227215,39,76.5 (4.1),0.26
"('perc_r', 'vol-brain-stem')",-0.006885528844751396,0.9668163569753062,0.021777754336898603,0.8981986200674767,39,76.5 (4.1),0.26
"('alpha_bandpower_mean_o_w', 'vol-thalamus')",0.2929763466596987,0.07028672966082138,0.16420272682430864,0.33147981738890164,39,76.5 (4.1),0.26
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')",-0.15250639152746404,0.35400301934927453,-0.10729164921580613,0.5273487450455137,39,76.5 (4.1),0.26
"('slowdelta_bandpower_total', 'mmse')",-0.44738406277815673,0.10871316180707871,-0.2634933215752077,0.4079580960429735,14,76.7 (5.1),0.07
"('so_rate_f', 'mmse')",-0.15302108482310284,0.6014861853968315,-0.02108394380640762,0.9481444732604525,14,76.7 (5.1),0.07
"('vol-ctx--anterior', 'mmse')",0.1849282837823284,0.526783929867827,0.14565361270343508,0.6515031041595005,14,76.7 (5.1),0.07
"('vol-thalamus', 'mmse')",0.23934134718762912,0.40987136514276284,0.3692431560936035,0.2375145257193307,14,76.7 (5.1),0.07
"('ss_dens_f', 'mmse')",-0.08543518741578768,0.7715132973364669,0.156368564433882,0.6274593500150503,14,76.7 (5.1),0.07
"('fs_dens_c', 'mmse')",0.20553647855485174,0.4808543076775533,0.1957232002631824,0.5421063674609321,14,76.7 (5.1),0.07
"('vol-hippocampus', 'mmse')",0.1346164710817624,0.6463589231276368,0.13038518320134887,0.6862930047228235,14,76.7 (5.1),0.07
"('perc_r', 'mmse')",-0.2550475556790386,0.37885243996979223,-0.3177885502399106,0.314128370976996,14,76.7 (5.1),0.07
"('vol-ctx--isthmuscingulate', 'mmse')",-0.3194393200591432,0.2655853793472236,-0.4989688764553771,0.09865971399183915,14,76.7 (5.1),0.07
"('vol-amygdala', 'mmse')",0.18004768635234983,0.537937590608573,0.17686680777922117,0.5823925493673114,14,76.7 (5.1),0.07
"('vol-brain-stem', 'mmse')",0.35738885031969325,0.20966197931226543,0.44204379190389276,0.15019912267678473,14,76.7 (5.1),0.07
"('alpha_bandpower_mean_o_w', 'mmse')",-0.2025005086841062,0.4874989294861335,-0.019341613013126622,0.9524252332381529,14,76.7 (5.1),0.07
"('vol-total_ventricle', 'mmse')",-0.29019553841760615,0.31419688943477053,-0.07212333325318836,0.8237342601549139,14,76.7 (5.1),0.07
