pair,r pearsonr,p pearsonr,r partial_pearsonr,p partial_pearsonr,N,age statistic,% female
"('slowdelta_bandpower_total', 'vol-ctx--anterior')",0.07607690972223245,0.3531863131386846,0.059653864746911804,0.4698767216068668,151,76.6 (4.6),0.39
"('slowdelta_bandpower_total', 'vol-thalamus')",0.10137665212535965,0.2155014879990617,-0.07604821119967957,0.35663050455215184,151,76.6 (4.6),0.39
"('so_rate_f', 'vol-ctx--anterior')",-0.014949215926212567,0.8554393432064742,-0.01663881374378634,0.8403810833539587,151,76.6 (4.6),0.39
"('so_rate_f', 'vol-thalamus')",0.060647509200034366,0.45945931378022015,-0.07018663003972223,0.39500753745500194,151,76.6 (4.6),0.39
"('ss_dens_f', 'vol-thalamus')",0.14746178465182874,0.07078191467036772,0.11623594989354384,0.15804385447858174,151,76.6 (4.6),0.39
"('ss_dens_f', 'vol-hippocampus')",0.05268660270373253,0.5205549011150864,0.0009053099564832305,0.9912572344289519,151,76.6 (4.6),0.39
"('fs_dens_c', 'vol-thalamus')",0.19541713203894318,0.01619009219910971,0.16399537894593305,0.04566122877385947,151,76.6 (4.6),0.39
"('fs_dens_c', 'vol-hippocampus')",0.08952997666716596,0.2742982607316618,0.03888294525695889,0.6377780487475226,151,76.6 (4.6),0.39
"('perc_r', 'vol-ctx--isthmuscingulate')",0.07161730768542668,0.38219562580718464,0.06500321856984216,0.4309210896927378,151,76.6 (4.6),0.39
"('perc_r', 'vol-amygdala')",-0.05294621716956504,0.5184991814182129,-0.039772226161023855,0.6301015860861274,151,76.6 (4.6),0.39
"('perc_r', 'vol-brain-stem')",0.13406354195327438,0.10077087337259806,0.16134424092599178,0.049325184529035795,151,76.6 (4.6),0.39
"('alpha_bandpower_mean_o_w', 'vol-thalamus')",0.0922816012460237,0.25975994431111193,0.04659556074632346,0.5725582513390932,151,76.6 (4.6),0.39
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')",-0.005159277862889722,0.949868547702308,0.002245199216331466,0.9783198583079092,151,76.6 (4.6),0.39
"('slowdelta_bandpower_total', 'mmse')",-0.2476502390575847,0.054318535151253906,-0.2479969882739635,0.05824551168853609,61,76.7 (4.6),0.33
"('so_rate_f', 'mmse')",-0.24242791553320941,0.059776457915024776,-0.24369182479280363,0.06289538072168856,61,76.7 (4.6),0.33
"('vol-ctx--anterior', 'mmse')",0.0748572232146994,0.566398391671779,0.03620250062341061,0.7854558275240636,61,76.7 (4.6),0.33
"('vol-thalamus', 'mmse')",0.17450642383669823,0.17859637934618347,0.18348779807005672,0.16420013700890362,61,76.7 (4.6),0.33
"('ss_dens_f', 'mmse')",0.0936829074221236,0.4726762013333744,0.06600568070127795,0.6194050851386481,61,76.7 (4.6),0.33
"('fs_dens_c', 'mmse')",0.16655343737789272,0.19952892591743504,0.16541858782419328,0.21054620739825797,61,76.7 (4.6),0.33
"('vol-hippocampus', 'mmse')",0.21586562328139652,0.09475157999138618,0.156806283382232,0.23560841397877763,61,76.7 (4.6),0.33
"('perc_r', 'mmse')",0.15324472643298284,0.23835892056044947,0.2129719463279852,0.10533822942574746,61,76.7 (4.6),0.33
"('vol-ctx--isthmuscingulate', 'mmse')",0.036848741691282515,0.7779897426331838,0.03496226558598524,0.7926394672630115,61,76.7 (4.6),0.33
"('vol-amygdala', 'mmse')",0.2506548298469501,0.05136662961136024,0.20432224957732,0.12059633751910855,61,76.7 (4.6),0.33
"('vol-brain-stem', 'mmse')",0.10977590099315598,0.3996819590903998,0.09795940009733745,0.46044206831200707,61,76.7 (4.6),0.33
"('alpha_bandpower_mean_o_w', 'mmse')",0.08922592385417658,0.4940852377197104,0.16160092693064995,0.22141363939079584,61,76.7 (4.6),0.33
"('vol-total_ventricle', 'mmse')",-0.14797333803444906,0.2550878613585357,-0.11076308951676679,0.40362874514370095,61,76.7 (4.6),0.33
