pair,r pearsonr,p pearsonr,r partial_pearsonr,p partial_pearsonr,N,age statistic,% female
"('slowdelta_bandpower_total', 'vol-ctx--anterior')",0.11228165857670037,0.20165615333044787,-0.014686729923116409,0.8687909179220169,131,56.6 (12.9),0.49
"('slowdelta_bandpower_total', 'vol-thalamus')",0.18844309140062862,0.03112203967094609,-0.13700416389883519,0.12156636051898793,131,56.6 (12.9),0.49
"('so_rate_f', 'vol-ctx--anterior')",0.13831469479885233,0.11514245926073942,0.0207672646464082,0.8152954097114135,131,56.6 (12.9),0.49
"('so_rate_f', 'vol-thalamus')",0.17792790548365262,0.04203094050666013,-0.13952817249714738,0.11478746249175646,131,56.6 (12.9),0.49
"('ss_dens_f', 'vol-thalamus')",0.12912932379311926,0.14157547128797549,0.007499782987681279,0.9327755840362582,131,56.6 (12.9),0.49
"('ss_dens_f', 'vol-hippocampus')",0.06701725451504884,0.4469249112789079,0.03597729514362606,0.6856412015718727,131,56.6 (12.9),0.49
"('fs_dens_c', 'vol-thalamus')",0.179490124241568,0.04023192178600468,0.057344098230493655,0.5186059208881636,131,56.6 (12.9),0.49
"('fs_dens_c', 'vol-hippocampus')",0.07227179480696494,0.41202567971773424,0.028174769566636105,0.7512799643878567,131,56.6 (12.9),0.49
"('perc_r', 'vol-ctx--isthmuscingulate')",-0.016661076716583505,0.8501867123774208,-0.02140825594788298,0.8097008605644159,131,56.6 (12.9),0.49
"('perc_r', 'vol-amygdala')",0.15174597533530013,0.08359443937714328,0.11397173196796304,0.1984202339405416,131,56.6 (12.9),0.49
"('perc_r', 'vol-brain-stem')",0.18057372541433186,0.03902235146703616,0.222376932553186,0.011311298980698329,131,56.6 (12.9),0.49
"('alpha_bandpower_mean_o_w', 'vol-thalamus')",0.08257617855184998,0.3484130206302595,0.03513477440476488,0.6926272083483258,131,56.6 (12.9),0.49
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')",-0.10790507025117366,0.21990576709603607,-0.07188803249980776,0.4181746780859774,131,56.6 (12.9),0.49
"('slowdelta_bandpower_total', 'mmse')",-0.29237153663509563,0.29030927566517617,-0.24054713911740574,0.428568111332873,15,59.2 (12.5),0.4
"('so_rate_f', 'mmse')",-0.4012701688917297,0.13822576319155666,-0.39038909229227164,0.18723071598888752,15,59.2 (12.5),0.4
"('vol-ctx--anterior', 'mmse')",-0.053718050800268896,0.849202665171436,-0.02039492939158627,0.9472732734750577,15,59.2 (12.5),0.4
"('vol-thalamus', 'mmse')",0.04255432947603467,0.8803063373513114,0.1210031102051698,0.6937471579958986,15,59.2 (12.5),0.4
"('ss_dens_f', 'mmse')",0.06842350782402423,0.8085508885562479,0.25934506150947495,0.39219473986345,15,59.2 (12.5),0.4
"('fs_dens_c', 'mmse')",0.011960997385211933,0.9662540551389703,0.2057190346215837,0.5001444160652111,15,59.2 (12.5),0.4
"('vol-hippocampus', 'mmse')",0.2525776630059092,0.3637648258100507,0.2562137993413192,0.3981392592105695,15,59.2 (12.5),0.4
"('perc_r', 'mmse')",-0.12120603645977185,0.6669799418753728,-0.20289800254687299,0.5061680382451337,15,59.2 (12.5),0.4
"('vol-ctx--isthmuscingulate', 'mmse')",0.22381664638333243,0.42261807330418555,0.3010732465685168,0.31750215839585605,15,59.2 (12.5),0.4
"('vol-amygdala', 'mmse')",0.37344856209940064,0.17034226252796197,0.41246011463993637,0.1613346810045656,15,59.2 (12.5),0.4
"('vol-brain-stem', 'mmse')",0.17187690002282338,0.5401988617117771,0.1826459538828397,0.5503443371819303,15,59.2 (12.5),0.4
"('alpha_bandpower_mean_o_w', 'mmse')",-0.37604042156252726,0.16716013477631084,-0.34406819531097216,0.249674471976465,15,59.2 (12.5),0.4
"('vol-total_ventricle', 'mmse')",-0.3410180130157799,0.21354304593561374,-0.41589957965763036,0.15751979325273785,15,59.2 (12.5),0.4
