pair,r pearsonr,p pearsonr,r partial_pearsonr,p partial_pearsonr,N,age statistic,% female
"('slowdelta_bandpower_total', 'vol-ctx--anterior')",0.09989070050720436,0.012613359247541932,-0.04349466379949138,0.2791592854428352,623,60.9 (12.5),0.55
"('slowdelta_bandpower_total', 'vol-thalamus')",0.2714287799726048,5.539088170840188e-12,-0.012671106247710073,0.7526562622751666,623,60.9 (12.5),0.55
"('so_rate_f', 'vol-ctx--anterior')",0.08347893552577915,0.037243562495961786,-0.014250399524797671,0.723023661846703,623,60.9 (12.5),0.55
"('so_rate_f', 'vol-thalamus')",0.1997827194668328,4.973728206576115e-07,-0.002303368323817147,0.9543189074632925,623,60.9 (12.5),0.55
"('ss_dens_f', 'vol-thalamus')",0.19442706985328723,1.0089461470701373e-06,0.006203938829861505,0.8773800088024601,623,60.9 (12.5),0.55
"('ss_dens_f', 'vol-hippocampus')",0.0788652420286981,0.049115678341058636,-0.017199135238831043,0.6688197738208861,623,60.9 (12.5),0.55
"('fs_dens_c', 'vol-thalamus')",0.31158170454483197,1.714023139370366e-15,0.11001249722781359,0.006063863012997953,623,60.9 (12.5),0.55
"('fs_dens_c', 'vol-hippocampus')",0.17444422953424588,1.1922660993293597e-05,0.0641167788092031,0.11044293303143395,623,60.9 (12.5),0.55
"('perc_r', 'vol-ctx--isthmuscingulate')",0.013105278814261545,0.7440729913872084,0.005792858464814869,0.8854470464901361,623,60.9 (12.5),0.55
"('perc_r', 'vol-amygdala')",0.023801204545556925,0.5532024103754946,-0.015061135963340012,0.7079679089041813,623,60.9 (12.5),0.55
"('perc_r', 'vol-brain-stem')",0.022498376251955374,0.5751371210194796,0.023913480793379266,0.5519736240040136,623,60.9 (12.5),0.55
"('alpha_bandpower_mean_o_w', 'vol-thalamus')",0.013932362453761525,0.7285388919044286,0.009509437314663262,0.8130432632247213,623,60.9 (12.5),0.55
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')",-0.036521411943797856,0.36279814645798436,-0.039911665032369925,0.32071707452790976,623,60.9 (12.5),0.55
"('slowdelta_bandpower_total', 'mmse')",-0.014465255536373553,0.8559378716814665,-0.09061676128857468,0.25749908821857387,160,65.5 (11.4),0.46
"('so_rate_f', 'mmse')",-0.03090029353252058,0.6980979939081626,-0.08912144273730398,0.265467337439555,160,65.5 (11.4),0.46
"('vol-ctx--anterior', 'mmse')",0.0301985513740518,0.7046312345024307,-0.04229062242229854,0.5977769576446728,160,65.5 (11.4),0.46
"('vol-thalamus', 'mmse')",0.20602702997555206,0.008956036026147599,0.06318021585134644,0.4303192850752222,160,65.5 (11.4),0.46
"('ss_dens_f', 'mmse')",0.1749564864624981,0.026912266295095973,0.10344631702288472,0.19585607515847442,160,65.5 (11.4),0.46
"('fs_dens_c', 'mmse')",0.203737506026127,0.009764661533782875,0.10207007172876358,0.20190279304828657,160,65.5 (11.4),0.46
"('vol-hippocampus', 'mmse')",0.19617404607494,0.012912352165608298,0.11647526435644481,0.14500283939642444,160,65.5 (11.4),0.46
"('perc_r', 'mmse')",0.17395528909086305,0.027812007980873115,0.16417679715469294,0.039275157226869736,160,65.5 (11.4),0.46
"('vol-ctx--isthmuscingulate', 'mmse')",0.0565327408575012,0.4776730029498903,0.07815262889451086,0.32903629642934185,160,65.5 (11.4),0.46
"('vol-amygdala', 'mmse')",0.2938044029022859,0.00016272946777520577,0.20404212897713742,0.01012541524134609,160,65.5 (11.4),0.46
"('vol-brain-stem', 'mmse')",0.03133853441850777,0.6940291330055511,0.028199344885977584,0.7250514872862097,160,65.5 (11.4),0.46
"('alpha_bandpower_mean_o_w', 'mmse')",0.08291260966848034,0.29725242016805975,0.08303966717081845,0.2995974205937982,160,65.5 (11.4),0.46
"('vol-total_ventricle', 'mmse')",-0.24384708303477742,0.0018879958327731449,-0.146585504486502,0.06608285120914498,160,65.5 (11.4),0.46
