pair,r pearsonr,p pearsonr,r partial_pearsonr,p partial_pearsonr,N,age statistic,% female
"('slowdelta_bandpower_total', 'vol-ctx--anterior')",-0.157810337055408,0.09655248865177049,-0.17556553885706006,0.06656655351966778,112,49.4 (7.4),0.62
"('slowdelta_bandpower_total', 'vol-thalamus')",0.07426412802651298,0.43645341778904906,-0.02725048991743245,0.777488742868055,112,49.4 (7.4),0.62
"('so_rate_f', 'vol-ctx--anterior')",-0.1648055446870315,0.08248146081178373,-0.17910094766206597,0.061187784076135864,112,49.4 (7.4),0.62
"('so_rate_f', 'vol-thalamus')",0.06044892167446175,0.5266462469033779,-0.023466083065692738,0.8077448290456236,112,49.4 (7.4),0.62
"('ss_dens_f', 'vol-thalamus')",-0.08168915655773049,0.3918592374761399,-0.08708560379095764,0.3656519118737869,112,49.4 (7.4),0.62
"('ss_dens_f', 'vol-hippocampus')",-0.09898290120962601,0.2991130588714153,-0.10387711799646066,0.2801637844211355,112,49.4 (7.4),0.62
"('fs_dens_c', 'vol-thalamus')",-0.03879115323752272,0.6846879304703773,-0.059852402586265126,0.5345183339001823,112,49.4 (7.4),0.62
"('fs_dens_c', 'vol-hippocampus')",0.06381571638231165,0.503835295177858,0.05070430640183074,0.598850056394555,112,49.4 (7.4),0.62
"('perc_r', 'vol-ctx--isthmuscingulate')",0.08908757269798473,0.35025419356822973,0.09124889746404256,0.34309195132001935,112,49.4 (7.4),0.62
"('perc_r', 'vol-amygdala')",-0.07709732766054443,0.41910692014513395,-0.07690576620701378,0.4245432669558895,112,49.4 (7.4),0.62
"('perc_r', 'vol-brain-stem')",-0.20396371644869965,0.031000748321105633,-0.20740285518312523,0.02969693848587598,112,49.4 (7.4),0.62
"('alpha_bandpower_mean_o_w', 'vol-thalamus')",0.10227931963877929,0.283227797645899,0.08931731286478833,0.3534474994162614,112,49.4 (7.4),0.62
"('alpha_bandpower_mean_o_w', 'vol-total_ventricle')",-0.003706086957064411,0.9690644651686589,0.0027829766825602496,0.976980452121675,112,49.4 (7.4),0.62
"('slowdelta_bandpower_total', 'mmse')",0.13597400939243945,0.5567360360854186,0.08540582438206892,0.7281120234747882,21,49.6 (5.9),0.62
"('so_rate_f', 'mmse')",0.06225387680541483,0.7886423133378208,-0.005285296993389077,0.9828675065560544,21,49.6 (5.9),0.62
"('vol-ctx--anterior', 'mmse')",-0.22771724597794424,0.3208287681493114,-0.1904629008255267,0.43478079750470855,21,49.6 (5.9),0.62
"('vol-thalamus', 'mmse')",0.012098691501889802,0.9584889807823455,0.13536873288560985,0.5805687258729987,21,49.6 (5.9),0.62
"('ss_dens_f', 'mmse')",-0.13900241449103085,0.5478977401612781,-0.1295289099776968,0.5971465149962889,21,49.6 (5.9),0.62
"('fs_dens_c', 'mmse')",0.25458043126951463,0.26541991906333784,0.2577238880699762,0.28676088517980625,21,49.6 (5.9),0.62
"('vol-hippocampus', 'mmse')",-0.10377168968897058,0.6544169149426707,-0.06840014560462676,0.780832834202051,21,49.6 (5.9),0.62
"('perc_r', 'mmse')",0.23566864363637507,0.3037537042771876,0.20574278456484968,0.39809766488242404,21,49.6 (5.9),0.62
"('vol-ctx--isthmuscingulate', 'mmse')",0.108221528891295,0.6405418677043392,0.12051262955860109,0.6231168924394694,21,49.6 (5.9),0.62
"('vol-amygdala', 'mmse')",0.0022438073860557572,0.9922983377594208,0.024349563917833793,0.9211813073048054,21,49.6 (5.9),0.62
"('vol-brain-stem', 'mmse')",-0.25255976126257296,0.2693624088925233,-0.27073679603748996,0.2622468225317926,21,49.6 (5.9),0.62
"('alpha_bandpower_mean_o_w', 'mmse')",0.07000117301954309,0.7630234330832569,0.1319015428333926,0.5903876201219532,21,49.6 (5.9),0.62
"('vol-total_ventricle', 'mmse')",-0.08269442262252376,0.7215708342731899,-0.17530586163559866,0.4728482625415178,21,49.6 (5.9),0.62
